law_number,law_category,official_name,systematic_name,common_name,aliases,effective_date,effective_date_ja,pubchem_cid,inchi_key,smiles,source_link,note,status
145,指定薬物,１－（２，３－ジヒドロベンゾフラン－５－イル）プロパン－２－アミン及びその塩類,"1-(2,3-jihidorobenzofuran-5- iru)puropan-2-amine 類",5-APDB,,2014/03/06,平成26年3月6日,192601 ,PZTJXZKNTPCPJL-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
146,指定薬物,１－（２，３－ジヒドロベンゾフラン－６－イル）プロパン－２－アミン及びその塩類,"1-(2,3-jihidorobenzofuran-6- iru)puropan-2-amine 類",6-APDB,,2015/09/16,平成27年9月16日,192599 ,VRNGXHJGMCJRSQ-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
147,指定薬物,１－（２，３－ジヒドロベンゾフラン－５－イル）－Ｎ－メチルプロパン－２－アミン及びその塩類,"1-(2,3-jihidorobenzofuran-5- iru)-N-mechirupuropan-2-ami n",5-MAPDB,,2015/11/25,平成27年11月25日,112500533 ,PLQTZOCLUHHCOI-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
148,指定薬物,１，２－ジフェニル－２－（ピロリジン－１－イル）エタン－１－オン及びその塩類,"1,2-jiphenyl-2-(pirorijin- 1-iru)etan-1-on 類",α-D2PV,A-D2PV,2022/03/07,令和4年3月7日,,,,https://laws.e-gov.go.jp/law/419M60000100014,,NOTFOUND
149,指定薬物,ジフェニル（ピロリジン－２－イル）メタノール及びその塩類,jiphenyl(pirorijin-2-iru)meta no-ru,Diphenylprolinol,D2PM,2009/10/21,平成21年10月21日,204386 ,OGCGXUGBDJGFFY-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
150,指定薬物,２－（ジフェニルメチル）ピペリジン及びその塩類,2-(jiphenylmechiru)piperijin及び その salts,2-DPMP,Desoxypipradrol,2016/04/08,平成28年4月8日,160506 ,RWTNXJXZVGHMGI-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
151,指定薬物,２－（ジフェニルメチル）ピロリジン及びその塩類,2-(jiphenylmechiru)pirorijin及び その salts,Desoxy-D2PM,,2013/04/30,平成25年4月30日,1295 ,OXOBKZZXZVFOBB-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
152,指定薬物,１－［（２，２－ジフルオロベンゾ［d］［１，３］ジオキソール－５－イル）メチル］ピペラジン及びその塩類,"1-[(2,2-jifuruorobenzo[d][1, 3]jiokiso-ru-5-iru)mechiru]pi perajin",DF-MDBP,,2015/12/15,平成27年12月15日,66553702 ,MPZINTHEMFDGTH-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
153,指定薬物,Ｎ，Ｎ－ジプロピルトリプタミン及びその塩類,"N,N-jipuropirutoriputamine",DPT,,2007/02/28,平成19年2月28日,,,,https://laws.e-gov.go.jp/law/419M60000100014,,NOTFOUND
154,指定薬物,（２，４－ジメチルアゼチジン－１－イ ル）－（７－メチル－４，６，６ａ，７，８，９－ヘキサヒドロインドロ［４，３－ｆｇ］キノリン－９－イル）メタノン及びその塩類,"(2,4-jimechiruazechijin-1-i ru)-(7-mechiru-4,6,6a,7,8,9 -hekisahidoroindoro[4,3-fg]kino rin-9-iru)metanon",LSZ,LA-SS-Az,2022/08/30,令和4年8月30日,71301249 ,DUKNIHFTDAXJON-CTQRGLTFSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
155,指定薬物,２－［（ジメチルアミノ）メチル］－1－（３－ヒドロキシフェニル）シクロヘキサノール及びその塩類,2-[(jimechiruamineo)mechiru]-1-(3 -hidorokishiphenyl)shikurohekisano- ru,O-Desmethyltramadol,O-DSMT,2016/11/01,平成28年11月1日,9838803 ,UWJUQVWARXYRCG-HIFRSBDPSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
156,指定薬物,N′－（１，１－ジメチルエトキシカルボニル）－N，N－ジメチルトリプタミン及びその塩類,"N′-(1,1-jimechiruetokishikarubo niru)-N,N-jimechirutoriputamine及 びその salts",NBoc-DMT NB-DMT,,2025/08/29,令和7年8月29日,,,,https://laws.e-gov.go.jp/law/419M60000100014,,NOTFOUND
157,指定薬物,１－（３，４－ジメチルフェニル）－２－（エチルアミノ）ブタン－１－オン及びその塩類,"1-(3,4-jimechiruphenyl)-2- (echiruamineo)butan-1-on及びそ の salts","3, 4-Dimethyl-NEB","3, 4-Dimethyl-α- ethylaminobutiophenone",2015/01/30,平成27年1月30日,,,,https://laws.e-gov.go.jp/law/419M60000100014,,NOTFOUND
158,指定薬物,１－（３，４－ジメチルフェニル）－２－（エチルアミノ）ペンタン－１－オン及びその塩類,"1-(3,4-jimechiruphenyl)-2- (echiruamineo)pentan-1-on及び その salts","3, 4-Dimethyl-α- ethylaminopentiophenone",,2015/01/30,平成27年1月30日,,,,https://laws.e-gov.go.jp/law/419M60000100014,,NOTFOUND
159,指定薬物,１－（３，４－ジメチルフェニル）－２－（ピロリジン－１－イル）ペンタン－１－オン及びその塩類,"1-(3,4-jimechiruphenyl)-2- (pirorijin-1-iru)pentan-1- on","3, 4-Dimethyl-α-PVP",,2015/03/25,平成27年3月25日,,,,https://laws.e-gov.go.jp/law/419M60000100014,,NOTFOUND
160,指定薬物,２－［２，５－ジメトキシ－４－（トリフルオロメチル）フェニル］エタンアミン及びその塩類,"2-[2,5-jimethoxy-4-(torifuru oromechiru)phenyl]etanamine及び その salts",2C-TFM,,2017/10/31,平成29年10月31日,10399795 ,LYXGNMLWYONZID-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
161,指定薬物,２－（２，５－ジメトキシ－４－ニトロフェニル）エタンアミン及びその塩類,"2-(2,5-jimethoxy-4-nitorofe niru)etanamine",2C-N,,2014/06/11,平成26年6月11日,10036637 ,ZMUSDZGRRJGRAO-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
162,指定薬物,１－（２，５－ジメトキシ－４－ニトロフェニル）プロパン－２－アミン及びその塩類,"1-(2,5-jimethoxy-4-nitorofe niru)puropan-2-amine 類",DON,,2010/08/25,平成22年8月25日,,,,https://laws.e-gov.go.jp/law/419M60000100014,,NOTFOUND
163,指定薬物,２－（２，５－ジメトキシフェニル）エタンアミン及びその塩類,"2-(2,5-jimethoxyphenyl)etan amine",2C-H,,2014/09/19,平成26年9月19日,76632 ,WNCUVUUEJZEATP-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
164,指定薬物,１－（３，４－ジメトキシフェニル）－２－（エチルアミノ）ペンタン－１－オン及びその塩類,"1-(3,4-jimethoxyphenyl)-2- (echiruamineo)pentan-1-on及び その salts",DL-4662,,2014/08/15,平成26年8月15日,102144588 ,WZVCLFAACAERMB-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
165,指定薬物,１－（３，４－ジメトキシフェニル）－２－（ピロリジン－１－イル）ヘキサン－１－オン及びその塩類,"1-(3,4-jimethoxyphenyl)-2- (pirorijin-1-iru)hekisan-1- on","3, 4-Dimethoxy-α-PHP",,2014/11/18,平成26年11月18日,,,,https://laws.e-gov.go.jp/law/419M60000100014,,NOTFOUND
166,指定薬物,１－（３，４－ジメトキシフェニル）－２－（ピロリジン－１－イル）ペンタン－１－オン及びその塩類,"1-(3,4-jimethoxyphenyl)-2- (pirorijin-1-iru)pentan-1- on","3, 4-Dimethoxy-α-PVP",,2014/03/06,平成26年3月6日,,,,https://laws.e-gov.go.jp/law/419M60000100014,,NOTFOUND
167,指定薬物,１－（３，４－ジメトキシフェニル）－２－（メチルアミノ）プロパン－１－オン及びその塩類,"1-(3,4-jimethoxyphenyl)-2- (mechiruamineo)puropan-1-on及び その salts","3, 4-Dimethoxymethcathinone",,2016/06/22,平成28年6月22日,,,,https://laws.e-gov.go.jp/law/419M60000100014,,NOTFOUND
168,指定薬物,２－（２，５－ジメトキシフェニル）－Ｎ－（２－メトキシベンジル）エタンアミン及びその塩類,"2-(2,5-jimethoxyphenyl)-N- (2-methoxybenzylu)etanamine及 びその salts",25H-NBOMe,,2014/03/06,平成26年3月6日,39424372 ,RMLXCDMTGWSEOU-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
169,指定薬物,２－（２，５－ジメトキシ－４－プロピルフェニル）エタンアミン及びその塩類,"2-(2,5-jimethoxy-4-puropiru phenyl)etanamine",2C-P,,2015/03/25,平成27年3月25日,44350080 ,PZJOKFZGPTVNBF-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
170,指定薬物,１－（３，５－ジメトキシ－４－プロポキシフェニル）プロパン－２－アミン及びその塩類,"1-(3,5-jimethoxy-4-puropoki shiphenyl)puropan-2-amine及び その salts",3C-P,,2018/02/28,平成30年2月28日,54929142 ,KKMCHCCXGKYEKJ-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
171,指定薬物,２－（２，５－ジメトキシ－４－メチルフェニル）エタンアミン及びその塩類,"2-(2,5-jimethoxy-4-mechirufe niru)etanamine",2C-D,,2016/01/21,平成28年1月21日,135740 ,UNQQFDCVEMVQHM-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
172,指定薬物,２－（２，５－ジメトキシ－４－メチルフェニル）－２－メトキシエタンアミン及びその塩類,"2-(2,5-jimethoxy-4-mechirufe niru)-2-methoxyetanamine及びそ の salts",β-METHOXY-2C-D,,2020/08/26,令和2年8月26日,,,,https://laws.e-gov.go.jp/law/419M60000100014,,NOTFOUND
173,指定薬物,｛１－［（テトラヒドロピラン－４－イル）メチル］－１Ｈ－インドール－３－イル｝（２，２，３，３－テトラメチルシクロプロパン－１－イル）メタノン及びその塩類,"{1-[(tetrahydropiran-4-iru)me chiru]-1H-indo-ru-3-iru} (2,2,3,3-tetoramechirushikuropuro pan-1-iru)metanon",A-834735,,2013/06/28,平成25年6月28日,11544639 ,NQTMRZNYLIGQCF-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
174,指定薬物,（２，２，３，３－テトラメチルシクロプロパン－１－イル）［１－（４，４，４－トリフルオロブチル）－１Ｈ－インドール－３－イル］メタノン及びその塩類,"(2,2,3,3-tetoramechirushikuropuro pan-1-iru)[1-(4,4,4-torifu ruorobuchiru)-1H-indo-ru-3 -iru]metanon",XLR-12,,2014/06/11,平成26年6月11日,11559386 ,PEXYKZYTXIEEOB-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
175,指定薬物,２－（２，４，５－トリクロロ－３，６－ジメトキシフェニル）エタンアミン及びその塩類,"2-(2,4,5-torikuroro-3,6-jime tokishiphenyl)etanamine 類",2C-C-3,,2010/08/25,平成22年8月25日,,,,https://laws.e-gov.go.jp/law/419M60000100014,,NOTFOUND
176,指定薬物,１－（２，４，６－トリメトキシフェニル）プロパン－２－アミン及びその塩類,"1-(2,4,6-torimethoxyphenyl)pu ropan-2-amine",TMA-6,,2007/02/28,平成19年2月28日,31015 ,DDGNOUVDFKXADP-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
177,指定薬物,２－（ナフタレン－２－イル）－２－（ピペリジン－２－イル）酢酸エチルエステル及びその塩類,2-(nafutaren-2-iru)-2-(pi perijin-2-iru) acetateechiruesute ru,Ethylnaphthidate,HDEP-28,2016/06/22,平成28年6月22日,91844468 ,OTQVTBPHZRARTL-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
178,指定薬物,２－（ナフタレン－２－イル）－２－（ピペリジン－２－イル）酢酸メチルエステル及びその塩類,2-(nafutaren-2-iru)-2-(pi perijin-2-iru) acetatemechiruesute ru,Methylnaphthidate,HDMP-28,2015/11/25,平成27年11月25日,9817261 ,DNRNSIJBSCBESJ-IAGOWNOFSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
179,指定薬物,１－（ナフタレン－２－イル）－２－（ピロリジン－１－イル）ペンタン－１－オン及びその塩類,1-(nafutaren-2-iru)-2-(piro rijin-1-iru)pentan-1-on,Naphyrone,,2011/09/20,平成23年9月20日,11243002 ,DTNUPBSOODGRKW-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
180,指定薬物,ナフタレン－１－イル＝１－（４－フルオロベンジル）－１Ｈ－インドール－３－カルボキシラート及びその塩類,nafutaren-1-iru=1-(4-furuo robenzylu)-1H-indo-ru-3-ka rubokishira-to,FDU-PB-22,,2014/08/15,平成26年8月15日,119025888 ,RCEKSVIFQKKFLS-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
181,指定薬物,ナフタレン－１－イル＝１－（５－フルオロペンチル）－１Ｈ－インダゾール－３－カルボキシラート及びその塩類,nafutaren-1-iru=1-(5-furuo ropenchiru)-1H-indazo-ru-3 -karubokishira-to,5-Fluoro-SDB-005,,2014/08/15,平成26年8月15日,124519691 ,FNMFGMMHNFDPNT-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
182,指定薬物,Ｎ－（ナフタレン－１－イル）－１－（５－フルオロペンチル）－１Ｈ－インドール－３－カルボキサミド及びその塩類,N-(nafutaren-1-iru)-1-(5- furuoropenchiru)-1H-indo-ru -3-karubokisamido,5F-NNE1,,2013/10/21,平成25年10月21日,118796566 ,DJKVOBZLMBHFKX-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
183,指定薬物,ナフタレン－１－イル＝１－（５－フルオロペンチル）－１Ｈ－インドール－３－カルボキシラート及びその塩類,nafutaren-1-iru=1-(5-furuo ropenchiru)-1H-indo-ru-3-ka rubokishira-to,NM2201,,2014/10/29,平成26年10月29日,91864534 ,PRGFSQYZCKCBQO-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
184,指定薬物,ナフタレン－１－イル（１－ペンチル－１ Ｈ－インダゾール－３－イル）メタノン及びその塩類,nafutaren-1-iru(1-penchiru-1 H-indazo-ru-3-iru)metanon及 びその salts,THJ-018,JWH-018 indazole analog,2014/08/15,平成26年8月15日,124518671 ,VAKGBPSFDNTMDJ-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
185,指定薬物,N－（ナフタレン－１－イル）－１－ペンチル－１Ｈ－インダゾール－３－カルボキサミド及びその塩類,N-(nafutaren-1-iru)-1-pen chiru-1H-indazo-ru-3-karubo kisamido,MN-18,MN-18,2014/03/06,平成26年3月6日,119058030 ,UJKHLVOEXULDRU-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
186,指定薬物,ナフタレン－１－イル＝１－ペンチル－１Ｈ－インダゾール－３－カルボキシラート及びその塩類,nafutaren-1-iru=1-penchiru- 1H-indazo-ru-3-karubokishi ra-to,SDB-005,,2014/10/29,平成26年10月29日,91936885 ,SPUQBSMPSCYQLS-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
187,指定薬物,Ｎ－（ナフタレン－１－イル）－１－ペンチル－１Ｈ－インドール－３－カルボキサミド及びその塩類,N-(nafutaren-1-iru)-1-pen chiru-1H-indo-ru-3-karuboki samido,NNE1,MN-24,2013/10/21,平成25年10月21日,54752945 ,GWCQNKRMTGVYIZ-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
188,指定薬物,ナフタレン－１－イル［４－（ペンチルオキシ）ナフタレン－１－イル］メタノン及びその塩類,nafutaren-1-iru[4-(penchiruo kishi)nafutaren-1-iru]metanon及 びその salts,CB-13,,2012/06/01,平成24年6月1日,9799417 ,RSUMDJRTAFBISX-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
189,指定薬物,ナフタレン－１－イル（９－ペンチル－９ Ｈ－カルバゾール－３－イル）メタノン及びその塩類,nafutaren-1-iru(9-penchiru-9 H-karubazo-ru-3-iru)metanon,EG-018,,2014/10/29,平成26年10月29日,118796466 ,FJMMDJDPNLZYLA-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
190,指定薬物,ナフタレン－１－イル（１－ペンチル－１ Ｈ－ピロール－３－イル）メタノン及びその塩類,nafutaren-1-iru(1-penchiru-1 H-piro-ru-3-iru)metanon及び その salts,JWH-030,,2013/04/30,平成25年4月30日,9971539 ,VPBJQDBKZSHCPC-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
191,指定薬物,ナフタレン－１－イル（１－ペンチル－５－フェニル－１H－ピロール－３－イル）メタノン及びその塩類,nafutaren-1-iru(1-penchiru-5 -phenyl-1H-piro-ru-3-i ru)metanon,JWH-145,,2015/03/25,平成27年3月25日,44418304 ,JLXYYSHMURZHKI-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
192,指定薬物,Ｎ－（ナフタレン－１－イル）－１－ペンチル－Ｎ－（１－ペンチル－１Ｈ－インドール－３－カルボニル）－１Ｈ－イン ドール－３－カルボキサミド及びその塩類,N-(nafutaren-1-iru)-1-pen chiru-N-(1-penchiru-1H-in do-ru-3-karuboniru)-1H-in do-ru-3-karubokisamido 類,BiPICANA,,2014/08/15,平成26年8月15日,162368425 ,JUJSXRUYGOTLSI-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
193,指定薬物,２－｛［ビス（４－フルオロフェニル）メチル］スルフィニル｝アセトアミド及びその塩類,2-{[bisu(4-furuorophenyl)mechi ru]surufiniru}asetoamido,Bisfluoromodafinil,,2016/03/09,平成28年3月9日,13271852 ,YEAQNUMCWMRYMU-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
194,指定薬物,２－｛［ビス（４－フルオロフェニル）メチル］スルフィニル｝－Ｎ－メチルアセトアミド及びその塩類,2-{[bisu(4-furuorophenyl)mechi ru]surufiniru}-N-mechiruasetoa mido,Modafiendz,"N-Methyl-4, 4-difluoro- modafinil",2016/01/21,平成28年1月21日,132989661 ,MQZWTCIUDSDFCQ-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
195,指定薬物,４－ヒドロキシ－Ｎ－イソプロピル－Ｎ－メチルトリプタミン及びその塩類,4-hidorokishi-N-isopropyl-N -mechirutoriputamine,4-OH-MIPT,,2015/03/25,平成27年3月25日,,,,https://laws.e-gov.go.jp/law/419M60000100014,,NOTFOUND
196,指定薬物,４－ヒドロキシ－Ｎ，Ｎ－ジイソプロピルトリプタミン及びその塩類,"4-hidorokishi-N,N-jiisopropyl toriputamine",4-OH-DIPT,,2007/02/28,平成19年2月28日,21854225 ,KBRYKXCBGISXQV-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
197,指定薬物,Ｎ－｛１－［２－ヒドロキシ－２－（チオフェン－２－イル）エチル］ピぺリジン－４－イル｝－Ｎ－フェニルプロパンアミド及びその塩類,N-{1-[2-hidorokishi-2-(chio fen-2-iru)echiru]piぺrijin- 4-iru}-N-phenylpuropanamido,β-hydroxythiofentanyl,,2021/06/17,令和3年6月17日,,,,https://laws.e-gov.go.jp/law/419M60000100014,,NOTFOUND
198,指定薬物,（１ＲＳ，３ＳＲ）－３－［２－ヒドロキシ－４－（２－メチルオクタン－２－イル）  フェニル］シクロヘキサン－１－オール及びその塩類,"(1RS,3SR)-3-[2-hidorokishi- 4-(2-mechiruokutan-2-iru) phenyl]shikurohekisan-1-o-ru","CP-47, 497",,2009/10/21,平成21年10月21日,,,,https://laws.e-gov.go.jp/law/419M60000100014,,NOTFOUND
199,指定薬物,３－［１－（ピペリジン－１－イル）シクロヘキシル］フェノール及びその塩類,3-[1-(piperijin-1-iru)shikuro hekishiru]feno-ru,3-HO-PCP,3-OH-PCP; 3-hydroxy-PCP; PCP-3-OH,2018/12/19,平成30年12月19日,133277 ,AMSXTZUCNOKUEN-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
200,指定薬物,２－（ピロリジン－１－イル）－１－（チオフェン－２－イル）ブタン－１－オン及びその塩類,2-(pirorijin-1-iru)-1-(chi ofen-2-iru)butan-1-on及 びその salts,α-PBT,,2014/09/19,平成26年9月19日,,,,https://laws.e-gov.go.jp/law/419M60000100014,,NOTFOUND
201,指定薬物,２－（ピロリジン－１－イル）－１－（チオフェン－２－イル）ペンタン－１－オン及びその塩類,2-(pirorijin-1-iru)-1-(chi ofen-2-iru)pentan-1-on,α-PVT,,2013/04/30,平成25年4月30日,,,,https://laws.e-gov.go.jp/law/419M60000100014,,NOTFOUND
202,指定薬物,"２－（ピロリジン－１－イル）－１－（５，
６，７，８－テトラヒドロナフタレン－２－イル）ペンタン－１－オン及びその塩類","2-(pirorijin-1-iru)-1-(5, 6,7,8-tetrahydronafutaren-2- iru)pentan-1-on",TH-PVP,,2015/12/15,平成27年12月15日,132989549 ,MMIKQWIZKBYLKZ-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
203,指定薬物,２－フェニル－２－（ピペリジン－２－イル）酢酸イソプロピルエステル及びその塩類,2-phenyl-2-(piperijin-2-i ru) acetateisopropylesuteru,Isopropylphenidate,,2015/11/25,平成27年11月25日,68314762 ,AZVPADMEIMLODT-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
204,指定薬物,１－フェニル－２－（ピペリジン－１－イル）ブタン－１－オン及びその塩類,1-phenyl-2-(piperijin-1-i ru)butan-1-on,α-PBP piperidine analog,,2014/03/06,平成26年3月6日,,,,https://laws.e-gov.go.jp/law/419M60000100014,,NOTFOUND
205,指定薬物,Ｎ－（２－フェニルプロパン－２－イル）－１－［（テトラヒドロ－２Ｈ－ピラン－４－イル）メチル］－１Ｈ－インダゾール－３－カルボキサミド及びその塩類,N-(2-phenylpuropan-2-iru) -1-[(tetrahydro-2H-piran-4 -iru)mechiru]-1H-indazo-ru- 3-karubokisamido,CUMYL-THPINACA,,2016/03/09,平成28年3月9日,86273679 ,HINCNLQQLQFMRD-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
206,指定薬物,１－（１－フェニルペンタン－２－イル）ピロリジン及びその塩類,1-(1-phenylpentan-2-iru) pirorijin,Prolintane,,2015/02/18,平成27年2月18日,14592 ,OJCPSBCUMRIPFL-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
207,指定薬物,Ｎ－(1－フェネチルピペリジン－４－イル)－Ｎ－フェニルイソブチルアミド及びその塩類,N-(1-fenechirupiperijin-4-i ru)-N-phenylisobutylamido及び その salts,Isobutyrylfentanyl,,2020/08/26,令和2年8月26日,14402357 ,WRPFPNIHTOSMKU-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
208,指定薬物,N－(１－フェネチルピペリジン－４－イル）－N－フェニルシクロペンタンカルボキサミド及びその塩類,N-(1-fenechirupiperijin-4-i ru)-N-phenylshikuropentankarubo kisamido,Cyclopentylfentanyl,,-,令和元年8月29日,126682248 ,PEASFKSPITUZGT-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
209,指定薬物,４－ブタノイル－Ｎ，Ｎ－ジエチル－７－メチル－４，６，６ａ，７，８，９－ヘキサヒドロインドロ［４，３－ｆｇ］キノリン－９－カルボキサミド及びその塩類,"4-butanoiru-N,N-jiechiru-7 -mechiru-4,6,6a,7,8,9-heki sahidoroindoro[4,3-fg]kinorin- 9-karubokisamido",1B-LSD,,2020/08/26,令和2年8月26日,145875086 ,SVRFNPSJPIDUBC-DYESRHJHSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
210,指定薬物,２－（ブチルアミノ）－１－（４－クロロ フェニル）プロパン－１－オン及びその塩類,2-(buchiruamineo)-1-(4-kuroro phenyl)puropan-1-on,4-Chloro-N-butylcathinone,,-,令和元年12月17日,82100385 ,FMDPVFRFGCOFKM-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
211,指定薬物,２－（ブチルアミノ）－１－（３，４－メチレンジオキシフェニル）ブタン－１－オン及びその塩類,"2-(buchiruamineo)-1-(3,4-mechi renjiokishiphenyl)butan-1-on",N-Butyl butylone,,2023/08/31,令和5年8月31日,,,,https://laws.e-gov.go.jp/law/419M60000100014,,NOTFOUND
212,指定薬物,２－（ブチルアミノ）－１－（３，４－メチレンジオキシフェニル）ペンタン－１－オン及びその塩類,"2-(buchiruamineo)-1-(3,4-mechi renjiokishiphenyl)pentan-1- on",N-Butylpentylone,,2020/02/28,令和2年2月28日,145722628 ,SEIQPCGGBMTHCB-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
213,指定薬物,１－ブチル－Ｎ－（２－フェニルプロパン－２－イル）－１Ｈ－インドール－３－カルボキサミド及びその塩類,1-buchiru-N-(2-phenylpuropa n-2-iru)-1H-indo-ru-3- karubokisamido,CUMYL-BICA,,2016/02/10,平成28年2月10日,,,,https://laws.e-gov.go.jp/law/419M60000100014,,NOTFOUND
214,指定薬物,Ｎ－｛１－［２－（フラン－２－イル）エチル］ピぺリジン－４－イル｝－Ｎ－フェニルプロパンアミド及びその塩類,N-{1-[2-(furan-2-iru)echi ru]piぺrijin-4-iru}-N-feni rupuropanamido,Furanylethylfentanyl,FUEF,2020/08/26,令和2年8月26日,126682249 ,AFTQVAQNGJXATO-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
215,指定薬物,１－（４－フルオロフェニル）－２－（イソプロピルアミノ）ペンタン－１－オン及びその塩類,1-(4-furuorophenyl)-2-(iso puropiruamineo)pentan-1-on及び その salts,4F-IPV,4-Fluoro-NPP,2014/12/26,平成26年12月26日,,,,https://laws.e-gov.go.jp/law/419M60000100014,,NOTFOUND
216,指定薬物,１－［１－（３－フルオロフェニル）シクロヘキシル］ピペリジン及びその塩類,1-[1-(3-furuorophenyl)shikuro hekishiru]piperijin,3F-PCP,3-Fluoro-PCP,2021/03/15,令和3年3月15日,,,,https://laws.e-gov.go.jp/law/419M60000100014,,NOTFOUND
217,指定薬物,１－（４－フルオロフェニル）ピペラジン及びその塩類,1-(4-furuorophenyl)piperajin,4FPP,,2009/10/21,平成21年10月21日,,,,https://laws.e-gov.go.jp/law/419M60000100014,,NOTFOUND
218,指定薬物,２－（４－フルオロフェニル）－２－（ピペリジン－２－イル）酢酸メチルエステル及びその塩類,2-(4-furuorophenyl)-2-(pi perijin-2-iru) acetatemechiruesute ru,4-Fluoromethylphenidate,4-FMPH; 4F-MPH,2017/10/31,平成29年10月31日,52944002 ,XISBAJBPDVRSPG-CHWSQXEVSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
219,指定薬物,１－（４－フルオロフェニル）－２－（ピペリジン－１－イル）ペンタン－１－オン及びその塩類,1-(4-furuorophenyl)-2-(pi perijin-1-iru)pentan-1-on,4-Fluoro-α-PVP piperidine analog,,2015/01/30,平成27年1月30日,,,,https://laws.e-gov.go.jp/law/419M60000100014,,NOTFOUND
220,指定薬物,N－（４－フルオロフェニル）－N－（１－フェネチルピペリジン－４－イル）フラン－２－カルボキサミド及びその塩類,N-(4-furuorophenyl)-N-(1- fenechirupiperijin-4-iru)furan -2-karubokisamido,4F-Furanylfentanyl,para-Fluorofuranylfentanyl,2023/03/10,令和5年3月10日,,,,https://laws.e-gov.go.jp/law/419M60000100014,,NOTFOUND
